visitor_id,group,design,converted,time_on_page_sec,pages_visited,revenue
A_0102,A (Control),Blue Button,0,105.31681672445333,2,44.008017642907205
A_0103,A (Control),Blue Button,0,151.32482631207216,2,0.0
A_0104,A (Control),Blue Button,1,140.45674468878934,6,0.0
A_0105,A (Control),Blue Button,0,175.401219772081,2,0.0
A_0106,A (Control),Blue Button,0,137.51784555977892,4,0.0
A_0107,A (Control),Blue Button,0,109.22123727638821,5,0.0
A_0108,A (Control),Blue Button,0,137.71964492076927,5,0.0
A_0109,A (Control),Blue Button,0,153.26110741748724,1,30.431158342992912
A_0110,A (Control),Blue Button,0,144.61446543592092,4,36.596074794213195
A_0111,A (Control),Blue Button,0,135.21822093321893,3,0.0
A_0112,A (Control),Blue Button,1,152.00024068767462,4,0.0
A_0113,A (Control),Blue Button,0,155.0788677133702,1,0.0
A_0114,A (Control),Blue Button,0,161.4647697311258,2,0.0
A_0115,A (Control),Blue Button,0,139.46129662768928,6,0.0
A_0116,A (Control),Blue Button,0,114.98645759049437,7,67.98949359382378
A_0117,A (Control),Blue Button,0,124.40141059299968,3,0.0
A_0118,A (Control),Blue Button,0,156.1952689952507,8,0.0
A_0119,A (Control),Blue Button,0,95.49192987038292,4,78.19811824131511
A_0120,A (Control),Blue Button,0,131.06019926618703,3,57.81134180538067
A_0121,A (Control),Blue Button,0,108.19983563017918,1,0.0
A_0122,A (Control),Blue Button,0,120.86234468804453,4,0.0
A_0123,A (Control),Blue Button,0,158.35355587821897,3,0.0
A_0124,A (Control),Blue Button,0,125.7329720405971,1,0.0
A_0125,A (Control),Blue Button,0,121.39309644468446,3,0.0
A_0126,A (Control),Blue Button,0,79.20431577060242,3,0.0
A_0127,A (Control),Blue Button,0,142.38760698081663,7,44.546400576274564
A_0128,A (Control),Blue Button,0,139.36452543423226,4,0.0
A_0129,A (Control),Blue Button,0,184.8976416991638,3,0.0
A_0130,A (Control),Blue Button,0,110.76665295140998,2,0.0
A_0131,A (Control),Blue Button,0,126.57450982991817,1,0.0
A_0132,A (Control),Blue Button,0,127.48151051132265,6,0.0
A_0133,A (Control),Blue Button,0,167.32359839290422,6,0.0
A_0134,A (Control),Blue Button,1,117.14113402839143,4,0.0
A_0135,A (Control),Blue Button,0,128.37064577311017,3,0.0
A_0136,A (Control),Blue Button,0,138.23689529149618,1,0.0
A_0137,A (Control),Blue Button,0,125.59827369469075,7,0.0
A_0138,A (Control),Blue Button,0,106.60699156348416,4,0.0
A_0139,A (Control),Blue Button,1,125.82269978694923,1,0.0
A_0140,A (Control),Blue Button,1,152.20895249579317,2,0.0
A_0141,A (Control),Blue Button,0,89.20454101766819,2,0.0
A_0142,A (Control),Blue Button,0,123.98909022440628,3,58.06118004230571
A_0143,A (Control),Blue Button,0,98.9963755518248,1,59.634518525167636
A_0144,A (Control),Blue Button,0,155.85139886774527,6,0.0
A_0145,A (Control),Blue Button,0,74.30439285648676,4,0.0
A_0146,A (Control),Blue Button,0,103.23234458185235,8,0.0
A_0147,A (Control),Blue Button,0,131.31635625193562,4,0.0
A_0148,A (Control),Blue Button,0,166.9657208770302,2,0.0
A_0149,A (Control),Blue Button,0,118.02749216781037,4,54.528100710815174
A_0150,A (Control),Blue Button,1,103.34401419920405,7,44.20516286829237
A_0151,A (Control),Blue Button,0,176.4347120832177,6,0.0
A_0152,A (Control),Blue Button,0,76.55958298751267,6,0.0
A_0153,A (Control),Blue Button,0,54.03582130139755,3,0.0
A_0154,A (Control),Blue Button,1,133.20043350159997,3,0.0
A_0155,A (Control),Blue Button,0,104.93837326942166,1,0.0
A_0156,A (Control),Blue Button,0,89.36301548607861,6,0.0
A_0157,A (Control),Blue Button,0,141.2506934189806,2,0.0
A_0158,A (Control),Blue Button,0,127.31402141313596,5,0.0
A_0159,A (Control),Blue Button,0,103.07764107789815,2,0.0
A_0160,A (Control),Blue Button,0,81.59086803987316,5,0.0
A_0161,A (Control),Blue Button,0,146.17371984840435,4,0.0
A_0162,A (Control),Blue Button,0,139.50603533875983,2,0.0
A_0163,A (Control),Blue Button,0,117.02472408661852,3,0.0
A_0164,A (Control),Blue Button,0,175.39910988142998,3,0.0
A_0165,A (Control),Blue Button,0,87.89745701021542,4,0.0
A_0166,A (Control),Blue Button,0,74.23424487225783,1,0.0
A_0167,A (Control),Blue Button,0,99.24275790356266,5,0.0
A_0168,A (Control),Blue Button,0,118.63241950933507,2,0.0
A_0169,A (Control),Blue Button,0,127.30018347968075,3,33.771284469303005
A_0170,A (Control),Blue Button,0,112.7629182643101,3,0.0
A_0171,A (Control),Blue Button,0,130.5616618954289,5,0.0
A_0172,A (Control),Blue Button,0,82.45381727428668,2,0.0
A_0173,A (Control),Blue Button,0,163.31293812219778,4,0.0
A_0174,A (Control),Blue Button,0,117.53546464822294,1,0.0
A_0175,A (Control),Blue Button,0,153.51887494764384,2,50.85112524945229
A_0176,A (Control),Blue Button,0,130.28176039133112,4,0.0
A_0177,A (Control),Blue Button,0,133.70259657461352,5,0.0
A_0178,A (Control),Blue Button,1,137.0930184069661,4,63.79807273931645
A_0179,A (Control),Blue Button,0,133.43125680051946,4,0.0
A_0180,A (Control),Blue Button,0,139.2816827960263,4,0.0
A_0181,A (Control),Blue Button,0,159.87457590397293,4,0.0
A_0182,A (Control),Blue Button,1,125.8956350910441,4,0.0
A_0183,A (Control),Blue Button,0,141.27011272765537,1,0.0
A_0184,A (Control),Blue Button,0,117.3079291713832,2,0.0
A_0185,A (Control),Blue Button,0,163.2035164634842,5,0.0
A_0186,A (Control),Blue Button,0,99.7082309382219,5,0.0
A_0187,A (Control),Blue Button,0,174.02821298732448,3,0.0
A_0188,A (Control),Blue Button,0,118.7952614806697,2,0.0
A_0189,A (Control),Blue Button,0,77.07674693645856,1,0.0
A_0190,A (Control),Blue Button,0,123.84313244732368,4,0.0
A_0191,A (Control),Blue Button,0,99.56845027575358,8,0.0
A_0192,A (Control),Blue Button,1,145.21930646966172,2,36.06295489235363
A_0193,A (Control),Blue Button,0,100.42128062092827,4,0.0
A_0194,A (Control),Blue Button,0,106.61449700355661,6,0.0
A_0195,A (Control),Blue Button,0,63.31377807163407,5,0.0
A_0196,A (Control),Blue Button,0,106.4308104225277,3,0.0
A_0197,A (Control),Blue Button,0,47.2836202011313,2,0.0
A_0198,A (Control),Blue Button,0,72.4829152954283,4,0.0
A_0199,A (Control),Blue Button,0,142.81243968432892,2,0.0
A_0200,A (Control),Blue Button,0,143.57400475952497,1,0.0
A_0201,A (Control),Blue Button,0,132.76372685354895,5,0.0
A_0202,A (Control),Blue Button,0,90.99071570612361,2,0.0
A_0203,A (Control),Blue Button,0,118.5686593157406,4,0.0
A_0204,A (Control),Blue Button,0,119.89192382728295,5,0.0
A_0205,A (Control),Blue Button,0,85.24905932422371,4,0.0
A_0206,A (Control),Blue Button,0,165.10194905301452,5,0.0
A_0207,A (Control),Blue Button,0,146.32086871727014,4,0.0
A_0208,A (Control),Blue Button,0,113.37107478511008,3,0.0
A_0209,A (Control),Blue Button,0,120.80657516983592,1,0.0
A_0210,A (Control),Blue Button,0,126.25148423842657,1,0.0
A_0211,A (Control),Blue Button,0,58.747953947271284,4,0.0
A_0212,A (Control),Blue Button,0,112.5846785243821,1,0.0
A_0213,A (Control),Blue Button,0,99.54047256006604,3,0.0
A_0214,A (Control),Blue Button,0,89.95139970315253,1,0.0
A_0215,A (Control),Blue Button,0,111.56699121342135,3,0.0
A_0216,A (Control),Blue Button,0,173.93059580548567,2,0.0
A_0217,A (Control),Blue Button,0,139.22528583801028,6,49.88466506417946
A_0218,A (Control),Blue Button,0,102.86463030651609,3,0.0
A_0219,A (Control),Blue Button,0,137.17748344068477,4,0.0
A_0220,A (Control),Blue Button,0,161.98066309758008,2,42.62657091471605
A_0221,A (Control),Blue Button,0,147.73901048738307,4,0.0
A_0222,A (Control),Blue Button,0,121.78891109760522,2,0.0
A_0223,A (Control),Blue Button,0,100.59189666883279,2,0.0
A_0224,A (Control),Blue Button,0,140.9466994084077,4,0.0
A_0225,A (Control),Blue Button,0,131.80456156265248,7,0.0
A_0226,A (Control),Blue Button,1,146.85579660083198,4,0.0
A_0227,A (Control),Blue Button,0,139.0551540504591,1,0.0
A_0228,A (Control),Blue Button,0,151.48658145958007,3,0.0
A_0229,A (Control),Blue Button,0,103.94294365318297,4,0.0
A_0230,A (Control),Blue Button,0,159.52182196902976,2,0.0
A_0231,A (Control),Blue Button,0,125.92798814077199,5,0.0
A_0232,A (Control),Blue Button,0,182.25782617875797,2,0.0
A_0233,A (Control),Blue Button,0,99.32436545731296,5,0.0
A_0234,A (Control),Blue Button,0,172.0789140949575,3,0.0
A_0235,A (Control),Blue Button,0,125.93732350387944,3,0.0
A_0236,A (Control),Blue Button,0,100.45745989156654,6,0.0
A_0237,A (Control),Blue Button,0,105.48342497837035,4,0.0
A_0238,A (Control),Blue Button,0,110.3895807541704,9,0.0
A_0239,A (Control),Blue Button,0,132.7249783920575,3,0.0
A_0240,A (Control),Blue Button,1,135.685064641065,2,50.47639184872176
A_0241,A (Control),Blue Button,1,102.78899988184263,4,0.0
A_0242,A (Control),Blue Button,1,119.26936223217051,6,0.0
A_0243,A (Control),Blue Button,0,184.2681107583559,4,0.0
A_0244,A (Control),Blue Button,0,171.82629510302132,2,0.0
A_0245,A (Control),Blue Button,1,133.08971009022096,6,0.0
A_0246,A (Control),Blue Button,0,121.14010434504601,2,0.0
A_0247,A (Control),Blue Button,1,123.60093980154784,1,0.0
A_0248,A (Control),Blue Button,1,138.4055391819125,1,29.69367987935362
A_0249,A (Control),Blue Button,0,89.31622304404783,3,0.0
A_0250,A (Control),Blue Button,0,112.27870387729965,9,0.0
A_0251,A (Control),Blue Button,0,69.94247778367232,2,0.0
A_0252,A (Control),Blue Button,0,131.97669367815837,7,82.18737387614732
A_0253,A (Control),Blue Button,0,139.41587819108224,2,0.0
A_0254,A (Control),Blue Button,0,105.50440613101878,5,0.0
A_0255,A (Control),Blue Button,0,167.219602898701,1,27.512281970634525
A_0256,A (Control),Blue Button,1,83.22703010992976,3,0.0
A_0257,A (Control),Blue Button,0,76.0687535937054,9,0.0
A_0258,A (Control),Blue Button,0,126.73355455679916,6,0.0
A_0259,A (Control),Blue Button,0,151.41294907836465,7,0.0
A_0260,A (Control),Blue Button,0,170.51783074373606,1,0.0
A_0261,A (Control),Blue Button,1,106.2334721139318,4,0.0
A_0262,A (Control),Blue Button,0,152.36042500293888,5,0.0
A_0263,A (Control),Blue Button,0,118.84474591497879,4,0.0
A_0264,A (Control),Blue Button,0,114.82118100177541,3,0.0
A_0265,A (Control),Blue Button,0,146.50979812460017,8,0.0
A_0266,A (Control),Blue Button,0,139.56968635240258,2,0.0
A_0267,A (Control),Blue Button,0,72.70823529047252,4,0.0
A_0268,A (Control),Blue Button,0,164.2962104917769,1,0.0
A_0269,A (Control),Blue Button,0,161.40274062442353,4,0.0
A_0270,A (Control),Blue Button,0,101.23311895471412,4,0.0
A_0271,A (Control),Blue Button,0,131.87410600312228,3,0.0
A_0272,A (Control),Blue Button,0,134.82090558848216,5,0.0
A_0273,A (Control),Blue Button,1,127.82021297471721,1,0.0
A_0274,A (Control),Blue Button,0,103.4908453846374,5,0.0
A_0275,A (Control),Blue Button,0,99.85129896185845,1,0.0
A_0276,A (Control),Blue Button,0,119.23337787025665,2,0.0
A_0277,A (Control),Blue Button,0,155.18187057778096,1,0.0
A_0278,A (Control),Blue Button,0,136.30800463783297,5,0.0
A_0279,A (Control),Blue Button,0,108.88157003741682,3,0.0
A_0280,A (Control),Blue Button,0,143.15096131945035,2,56.59179035686986
A_0281,A (Control),Blue Button,0,34.54372138109774,2,0.0
A_0282,A (Control),Blue Button,0,154.46297101116312,4,0.0
A_0283,A (Control),Blue Button,0,67.80858663665701,2,0.0
A_0284,A (Control),Blue Button,0,109.12677175790603,4,0.0
A_0285,A (Control),Blue Button,0,86.40990316121568,2,61.32438149212947
A_0286,A (Control),Blue Button,0,81.15955572837282,2,0.0
A_0287,A (Control),Blue Button,0,154.82480362135558,2,0.0
A_0288,A (Control),Blue Button,0,105.96896396064326,7,0.0
A_0289,A (Control),Blue Button,0,130.39511645192147,5,0.0
A_0290,A (Control),Blue Button,0,118.59238263362448,5,0.0
A_0291,A (Control),Blue Button,0,134.31122481669365,5,0.0
A_0292,A (Control),Blue Button,0,122.30465673180765,3,0.0
A_0293,A (Control),Blue Button,0,81.51023327434291,4,0.0
A_0294,A (Control),Blue Button,0,149.88800458341422,3,0.0
A_0295,A (Control),Blue Button,0,105.18730250516063,2,0.0
A_0296,A (Control),Blue Button,0,73.30254304020747,5,0.0
A_0297,A (Control),Blue Button,0,107.15654517102263,3,0.0
A_0298,A (Control),Blue Button,0,165.02279371902932,4,0.0
A_0299,A (Control),Blue Button,0,145.5066522634048,3,0.0
A_0300,A (Control),Blue Button,0,109.54043596776422,2,0.0
A_0301,A (Control),Blue Button,0,109.52226887044714,5,0.0
A_0302,A (Control),Blue Button,0,110.35094846347852,2,48.7661945049282
A_0303,A (Control),Blue Button,0,182.30243950682524,2,0.0
A_0304,A (Control),Blue Button,0,131.4580635669466,3,0.0
A_0305,A (Control),Blue Button,1,132.90124941573208,3,0.0
A_0306,A (Control),Blue Button,0,150.90850362095526,6,0.0
A_0307,A (Control),Blue Button,0,127.16367477079541,1,0.0
A_0308,A (Control),Blue Button,0,112.2287356253789,5,0.0
A_0309,A (Control),Blue Button,0,114.10950452745065,1,0.0
A_0310,A (Control),Blue Button,0,117.85196221757808,4,55.468422160331855
A_0311,A (Control),Blue Button,0,118.88333290470476,2,0.0
A_0312,A (Control),Blue Button,0,141.8288863091094,3,0.0
A_0313,A (Control),Blue Button,1,121.55837657421898,3,0.0
A_0314,A (Control),Blue Button,0,141.97920231646737,3,0.0
A_0315,A (Control),Blue Button,0,117.57850259674252,4,0.0
A_0316,A (Control),Blue Button,0,122.35905570948272,1,0.0
A_0317,A (Control),Blue Button,0,60.05397946403677,4,37.67277757367981
A_0318,A (Control),Blue Button,0,147.48983024107446,1,69.53885595179347
A_0319,A (Control),Blue Button,0,130.39465427693978,6,0.0
A_0320,A (Control),Blue Button,0,149.94030329578956,7,0.0
A_0321,A (Control),Blue Button,0,33.112338654189315,6,0.0
A_0322,A (Control),Blue Button,0,182.65124114342183,5,0.0
A_0323,A (Control),Blue Button,0,115.81231115534479,2,0.0
A_0324,A (Control),Blue Button,1,153.2454845021255,1,0.0
A_0325,A (Control),Blue Button,0,88.80282218623407,4,0.0
A_0326,A (Control),Blue Button,0,138.3832171518771,5,0.0
A_0327,A (Control),Blue Button,0,88.39753310479031,4,0.0
A_0328,A (Control),Blue Button,0,101.28693117912584,3,0.0
A_0329,A (Control),Blue Button,0,177.42094061600358,6,0.0
A_0330,A (Control),Blue Button,0,114.2795279770996,2,0.0
A_0331,A (Control),Blue Button,0,126.52298619539168,4,0.0
A_0332,A (Control),Blue Button,0,146.10203192066263,4,0.0
A_0333,A (Control),Blue Button,0,134.87045663917814,3,0.0
A_0334,A (Control),Blue Button,0,124.51256715430729,8,0.0
A_0335,A (Control),Blue Button,0,130.94883007398676,1,0.0
A_0336,A (Control),Blue Button,0,192.10246755714826,4,0.0
A_0337,A (Control),Blue Button,0,118.27143608899244,2,0.0
A_0338,A (Control),Blue Button,0,126.03297140144903,2,0.0
A_0339,A (Control),Blue Button,0,151.51963188022836,1,0.0
A_0340,A (Control),Blue Button,0,153.1657779887395,2,0.0
A_0341,A (Control),Blue Button,0,155.6109091668114,7,0.0
A_0342,A (Control),Blue Button,0,139.16190666087553,1,0.0
A_0343,A (Control),Blue Button,0,85.70985261808549,2,0.0
A_0344,A (Control),Blue Button,0,169.00294596903288,3,0.0
A_0345,A (Control),Blue Button,0,85.60963820943937,5,0.0
A_0346,A (Control),Blue Button,0,129.079063957171,3,0.0
A_0347,A (Control),Blue Button,0,97.37172449941926,4,0.0
A_0348,A (Control),Blue Button,0,118.07584960221023,6,0.0
A_0349,A (Control),Blue Button,0,129.8628723091044,3,40.71315577625103
A_0350,A (Control),Blue Button,0,129.6407164635082,3,0.0
A_0351,A (Control),Blue Button,0,132.65762262705854,3,0.0
A_0352,A (Control),Blue Button,0,168.41133807175942,2,0.0
A_0353,A (Control),Blue Button,0,133.6060290454194,3,0.0
A_0354,A (Control),Blue Button,0,112.67530094128054,6,0.0
A_0355,A (Control),Blue Button,0,148.92261504865073,2,0.0
A_0356,A (Control),Blue Button,0,155.6841146677392,3,0.0
A_0357,A (Control),Blue Button,0,83.17176554589022,1,0.0
A_0358,A (Control),Blue Button,1,137.92200209549574,2,0.0
A_0359,A (Control),Blue Button,0,141.03518226932695,3,0.0
A_0360,A (Control),Blue Button,0,111.07309489920024,8,31.883609111849715
A_0361,A (Control),Blue Button,0,161.2712043993486,6,0.0
A_0362,A (Control),Blue Button,0,115.4983323890242,4,0.0
A_0363,A (Control),Blue Button,0,123.76729360414626,5,0.0
A_0364,A (Control),Blue Button,1,114.80784527148391,3,0.0
A_0365,A (Control),Blue Button,0,120.46737142744402,1,0.0
A_0366,A (Control),Blue Button,1,87.11174739314394,8,0.0
A_0367,A (Control),Blue Button,1,76.79847352217118,3,0.0
A_0368,A (Control),Blue Button,0,167.83515189674915,5,0.0
A_0369,A (Control),Blue Button,0,94.59115955045016,3,14.28891341714754
A_0370,A (Control),Blue Button,0,90.25822951631079,2,0.0
A_0371,A (Control),Blue Button,0,55.39829659188855,3,0.0
A_0372,A (Control),Blue Button,0,100.83114756931494,2,0.0
A_0373,A (Control),Blue Button,0,80.30730619777505,3,36.34269944702718
A_0374,A (Control),Blue Button,0,169.26045480409107,1,0.0
A_0375,A (Control),Blue Button,0,150.294512680279,3,0.0
A_0376,A (Control),Blue Button,0,99.35548964466828,3,0.0
A_0377,A (Control),Blue Button,0,187.57307416032927,1,0.0
A_0378,A (Control),Blue Button,0,149.45296460974782,1,36.70939629532434
A_0379,A (Control),Blue Button,0,110.25505849474132,1,0.0
A_0380,A (Control),Blue Button,0,45.01782855379281,2,0.0
A_0381,A (Control),Blue Button,0,188.72827717772225,5,0.0
A_0382,A (Control),Blue Button,0,78.31282599709212,4,0.0
A_0383,A (Control),Blue Button,0,70.63803759129325,4,0.0
A_0384,A (Control),Blue Button,0,150.6771129602892,4,0.0
A_0385,A (Control),Blue Button,0,193.19257219017817,2,0.0
A_0386,A (Control),Blue Button,0,161.52818455531553,2,0.0
A_0387,A (Control),Blue Button,0,136.9172736015708,4,36.40027182268561
A_0388,A (Control),Blue Button,0,137.84263024995857,4,0.0
A_0389,A (Control),Blue Button,0,145.60246676340924,3,0.0
A_0390,A (Control),Blue Button,1,142.76785769360296,1,0.0
A_0391,A (Control),Blue Button,0,128.43574271908128,4,0.0
A_0392,A (Control),Blue Button,0,123.12603311855628,4,0.0
A_0393,A (Control),Blue Button,0,118.12220616301433,5,0.0
A_0394,A (Control),Blue Button,0,97.38106233399971,3,0.0
A_0395,A (Control),Blue Button,1,111.57974769399678,1,0.0
A_0396,A (Control),Blue Button,0,69.21129557413843,8,0.0
A_0397,A (Control),Blue Button,0,117.0498111961575,4,0.0
A_0398,A (Control),Blue Button,0,90.34226678547248,6,56.57868936381508
A_0399,A (Control),Blue Button,0,86.89232048352687,1,0.0
A_0400,A (Control),Blue Button,0,125.39682453460435,2,0.0
A_0401,A (Control),Blue Button,1,161.760068590338,4,0.0
A_0402,A (Control),Blue Button,0,147.5494981800694,2,69.02874853471204
A_0403,A (Control),Blue Button,0,72.88498189130469,7,0.0
A_0404,A (Control),Blue Button,0,90.31115590288988,4,0.0
A_0405,A (Control),Blue Button,0,148.22313563964647,4,0.0
A_0406,A (Control),Blue Button,0,90.52537819385071,1,0.0
A_0407,A (Control),Blue Button,0,113.26100550008925,2,0.0
A_0408,A (Control),Blue Button,1,136.50156297073656,5,0.0
A_0409,A (Control),Blue Button,0,90.94966635409094,1,0.0
A_0410,A (Control),Blue Button,0,123.16126518437879,1,52.18140826108639
A_0411,A (Control),Blue Button,1,79.97923515245387,1,0.0
A_0412,A (Control),Blue Button,1,101.9589706814636,3,0.0
A_0413,A (Control),Blue Button,0,129.59345802427612,3,0.0
A_0414,A (Control),Blue Button,0,72.21018799404993,4,0.0
A_0415,A (Control),Blue Button,0,133.21424213881198,2,0.0
A_0416,A (Control),Blue Button,0,119.41086603219956,4,0.0
A_0417,A (Control),Blue Button,0,136.57469863251444,8,0.0
A_0418,A (Control),Blue Button,0,126.71742402193985,3,0.0
A_0419,A (Control),Blue Button,0,160.92421289921532,1,0.0
A_0420,A (Control),Blue Button,0,123.75673507943722,4,0.0
A_0421,A (Control),Blue Button,0,107.11783376624241,1,0.0
A_0422,A (Control),Blue Button,0,123.66892509096851,4,0.0
A_0423,A (Control),Blue Button,0,136.29894087109165,3,0.0
A_0424,A (Control),Blue Button,0,121.46580210977113,3,0.0
A_0425,A (Control),Blue Button,0,121.21775073611647,5,0.0
A_0426,A (Control),Blue Button,0,98.94024936579734,4,0.0
A_0427,A (Control),Blue Button,0,100.11297247347156,1,0.0
A_0428,A (Control),Blue Button,0,77.92184184600919,1,0.0
