Shopper_ID,floor,lat,lng,x,y,seenTimestamp
Shopper_212,Concourse,34.31559548,-111.249673,428889.9624,-961641.3154,2017-04-03T22:14:30.000Z
Shopper_405,Concourse,37.78414599,-122.4070335,110.3366633,160.9856827,2017-02-22T00:19:35.000Z
Shopper_405,Floor 2,37.78410381,-122.4073314,100.2020812,180.6150145,2017-02-21T18:52:02.000Z
Shopper_405,Floor 4,35.75687093,-115.9300302,238161.293,-563494.0542,2017-02-21T19:06:39.000Z
Shopper_60,Floor 4,37.78425054,-122.4068064,141.3794028,168.8093487,2017-02-23T02:24:30.000Z
Shopper_8,Floor 1,37.78398181,-122.4069095,113.1167237,143.3856786,2016-12-30T03:33:28.000Z
Shopper_8,Floor 1,37.78386269,-122.4071558,88.40902258,149.1058567,2016-12-30T03:19:43.000Z
Shopper_8,Concourse,37.78401977,-122.4070791,97.650509,153.7863915,2016-12-30T03:10:30.000Z
Shopper_213,Floor 1,37.78398181,-122.4069095,113.1167237,143.3856786,2016-12-29T20:16:09.000Z
Shopper_59,Floor 2,37.78381592,-122.4073194,78.52881186,157.0566066,2016-12-06T01:55:59.000Z
Shopper_35,Floor 1,37.78398181,-122.4069095,113.1167237,143.3856786,2017-04-13T16:34:12.000Z
Shopper_197,Floor 1,37.78413701,-122.407002,119.4119399,161.3824743,2017-04-22T00:56:37.000Z
Shopper_197,Floor 2,37.78402318,-122.4071465,105.5085624,162.8372373,2017-04-22T00:40:16.000Z
Shopper_418,Floor 1,37.78409017,-122.4070101,115.256274,158.1681285,2017-06-11T03:38:01.000Z
Shopper_418,Floor 1,37.7840682,-122.406953,117.1219997,152.9109062,2017-06-11T02:48:15.000Z
Shopper_284,Concourse,35.57897147,-115.2628961,275888.8376,-614438.4095,2016-12-08T02:18:18.000Z
Shopper_284,Floor 3,37.78392544,-122.407175,98.39157685,155.2879487,2017-04-08T01:07:40.000Z
Shopper_284,Floor 1,37.7839992,-122.4071435,99.81495773,159.1675594,2017-04-08T01:54:49.000Z
Shopper_284,Concourse,37.78482906,-122.406858,174.5415979,204.3219796,2017-01-12T01:53:19.000Z
Shopper_510,Floor 2,34.00568571,-110.1663894,472625.6972,-1052891.717,2017-05-05T21:50:40.000Z
Shopper_208,Floor 1,37.78407332,-122.4070144,113.6741253,157.0978234,2017-03-23T22:57:51.000Z
Shopper_208,Concourse,37.78420436,-122.4069207,121.9487646,158.6691005,2017-03-23T20:56:54.000Z
Shopper_208,Concourse,37.78415433,-122.4071131,105.9986551,166.547458,2016-12-03T01:25:51.000Z
Shopper_114,Floor 4,32.38642025,-104.920089,648791.2312,-1515757.36,2016-11-14T20:56:18.000Z
Shopper_260,Concourse,37.78421987,-122.4069449,121.6406678,161.3879802,2016-12-30T21:02:57.000Z
Shopper_260,Floor 1,37.78398503,-122.4072111,94.47501272,162.2072878,2017-03-25T00:42:53.000Z
Shopper_564,Floor 1,37.78437915,-122.406546,166.840607,152.5022493,2017-06-02T22:59:27.000Z
Shopper_216,Floor 1,37.78398181,-122.4069095,113.1167237,143.3856786,2017-02-14T01:10:27.000Z
Shopper_223,Concourse,33.06110278,-107.1060702,590750.7558,-1316166.47,2016-12-07T01:16:25.000Z
Shopper_387,Concourse,37.78400099,-122.4071405,92.343495,156.0753656,2016-12-24T16:52:44.000Z
Shopper_387,Floor 1,37.78387044,-122.407034,96.64120451,142.2233967,2016-12-22T22:53:59.000Z
Shopper_387,Floor 2,37.78410582,-122.4072433,105.8777672,175.3497244,2016-12-22T13:56:41.000Z
Shopper_446,Floor 4,32.52860409,-105.3810082,631686.546,-1475807.486,2017-02-26T20:03:03.000Z
Shopper_446,Floor 1,37.784096,-122.4071071,109.6364327,164.5984817,2017-02-26T20:17:00.000Z
Shopper_431,Floor 3,37.78401678,-122.4072565,100.5093102,167.5255862,2017-01-22T21:29:52.000Z
Shopper_447,Floor 1,37.784096,-122.4071071,109.6364327,164.5984817,2017-05-15T02:43:44.000Z
Shopper_431,Floor 1,36.53511636,-118.3760922,155346.9938,-346992.7227,2017-01-22T21:20:06.000Z
Shopper_95,Floor 1,37.78381979,-122.4071351,86.36558745,144.4304088,2017-04-06T20:27:18.000Z
Shopper_95,Floor 2,37.78390946,-122.4071934,93.7102046,156.712133,2017-04-06T19:58:21.000Z
Shopper_316,Concourse,31.48688601,-102.0057874,787638.6998,-1754929.552,2016-11-20T22:53:23.000Z
Shopper_314,Concourse,37.78396927,-122.4070948,92.73448435,150.7490525,2017-01-07T04:34:51.000Z
Shopper_314,Concourse,34.31593294,-111.2493489,428936.5553,-961634.5207,2017-01-07T00:24:35.000Z
Shopper_314,Concourse,30.22754429,-97.92533195,945165.8824,-2105951.614,2017-01-07T00:24:36.000Z
Shopper_314,Concourse,37.78405029,-122.407272,87.9426198,168.0810221,2017-01-07T04:29:04.000Z
Shopper_209,Floor 3,32.38642668,-104.9202552,661991.2474,-1510039.508,2017-01-28T22:32:55.000Z
Shopper_209,Floor 4,37.78435184,-122.4068188,148.6481808,177.4740281,2017-01-28T22:25:06.000Z
Shopper_531,Floor 2,37.72254238,-122.3530014,-1291.532343,-8043.740885,2017-04-19T00:48:33.000Z
Shopper_181,Floor 3,37.78392001,-122.4071205,101.3476036,151.4777608,2017-02-23T22:53:04.000Z
Shopper_412,Floor 4,37.73166612,-122.3601773,-1156.189871,-6848.320718,2017-06-09T19:06:30.000Z
Shopper_412,Floor 1,33.83517481,-109.6258229,493203.6915,-1099686.824,2017-01-11T22:38:47.000Z
Shopper_412,Floor 1,37.74746087,-122.3742167,-683.5885613,-4764.09337,2017-01-29T21:47:19.000Z
Shopper_412,Floor 3,37.78401081,-122.4072917,97.84911599,169.247395,2017-04-06T18:04:05.000Z
Shopper_157,Concourse,37.78416057,-122.406977,115.0125131,158.6619283,2017-03-12T00:10:01.000Z
Shopper_150,Floor 2,37.7839851,-122.4070225,110.306178,152.188244,2017-01-03T01:15:34.000Z
Shopper_330,Floor 1,37.78396809,-122.4070976,100.267994,153.8748641,2017-01-20T02:48:36.000Z
Shopper_330,Floor 3,37.78403905,-122.4072267,104.1068922,167.4272573,2017-01-20T01:26:38.000Z
Shopper_330,Floor 1,37.76353599,-122.389123,-365.2462572,-2572.231741,2017-01-20T02:53:24.000Z
Shopper_330,Floor 1,37.78399683,-122.4071397,99.87094149,158.7439126,2017-01-20T02:55:40.000Z
Shopper_33,Floor 4,37.75971075,-122.3849087,-455.7228677,-3114.492989,2017-02-14T20:19:06.000Z
Shopper_33,Floor 3,37.78397061,-122.4070524,109.5562373,151.2220498,2017-02-14T19:27:20.000Z
Shopper_84,Floor 1,28.33809062,-91.80512768,1181402.112,-2632489.122,2017-01-13T22:49:19.000Z
Shopper_84,Floor 1,37.78393084,-122.4071239,95.71659088,152.5439805,2017-01-13T22:55:51.000Z
Shopper_84,Floor 4,37.78452881,-122.4066147,175.2412727,178.4719214,2017-01-13T21:27:19.000Z
Shopper_406,Floor 1,37.78451699,-122.4066694,169.8473365,171.0242444,2017-02-03T19:28:26.000Z
Shopper_406,Concourse,37.78413545,-122.407478,81.67156014,187.5121984,2017-02-03T20:34:49.000Z
Shopper_524,Concourse,37.78404093,-122.4071852,92.6499976,161.9965001,2017-03-13T23:52:21.000Z
Shopper_543,Floor 3,37.72261275,-122.3530236,-1356.603481,-8025.972168,2017-01-01T01:25:44.000Z
Shopper_543,Floor 4,37.78422443,-122.4068602,135.9998993,170.1437154,2016-11-07T20:19:55.000Z
Shopper_255,Floor 3,37.78412476,-122.4072851,107.21724,177.7880986,2017-03-19T02:46:22.000Z
Shopper_255,Floor 1,37.78391391,-122.4071758,91.1499001,154.394265,2017-01-07T01:02:11.000Z
Shopper_255,Floor 4,30.22749316,-97.92542341,908266.1053,-2122110.517,2016-10-06T02:12:45.000Z
Shopper_241,Floor 4,37.75088146,-122.377175,-679.4794138,-4286.727116,2017-01-21T03:29:27.000Z
Shopper_525,Floor 3,37.7840441,-122.4071109,111.6976009,160.630903,2016-10-18T21:55:49.000Z
Shopper_525,Floor 2,37.78404175,-122.4071005,109.8317226,161.4817169,2016-10-18T21:50:46.000Z
Shopper_432,Concourse,37.78412936,-122.4072223,97.21732726,171.2863879,2016-10-21T19:35:03.000Z
Shopper_482,Floor 3,37.74311476,-122.3709231,-857.1639887,-5303.197481,2016-11-23T04:07:22.000Z
Shopper_18,Floor 1,37.7840022,-122.4072112,95.80415893,163.576938,2017-04-26T00:54:20.000Z
Shopper_18,Floor 1,37.7840326,-122.4072239,97.37725418,166.7680262,2017-04-26T00:51:41.000Z
Shopper_18,Concourse,37.78473182,-122.4066197,181.8958013,181.9448381,2017-02-23T01:42:52.000Z
Shopper_18,Concourse,35.96705354,-116.5602023,224847.6533,-503812.5392,2017-03-02T01:15:12.000Z
Shopper_18,Floor 4,37.78428169,-122.4068645,140.274445,174.8730137,2017-02-04T01:44:37.000Z
Shopper_505,Floor 3,37.59990832,-122.2447231,-4272.954048,-24394.55634,2017-02-07T19:19:15.000Z
Shopper_505,Concourse,34.00583984,-110.166212,472635.8645,-1052893.934,2017-04-21T18:57:55.000Z
Shopper_129,Concourse,33.58596561,-108.8060158,525140.4064,-1169911.441,2016-10-25T20:42:26.000Z
Shopper_129,Floor 2,33.33921468,-108.0065491,556016.1771,-1238683.486,2016-10-25T20:46:05.000Z
Shopper_129,Concourse,37.71553563,-122.1866291,8573.358309,-18845.91947,2017-02-07T22:17:26.000Z
Shopper_129,Floor 4,33.06141867,-107.1065108,567695.5365,-1326209.119,2016-10-25T20:44:59.000Z
Shopper_425,Floor 1,37.02829289,-119.9583988,94637.92621,-210491.2757,2017-01-24T20:39:04.000Z
Shopper_425,Floor 2,34.31592045,-111.2492618,428953.8917,-961637.2622,2016-12-31T00:20:36.000Z
Shopper_425,Floor 2,33.58593321,-108.8062026,525139.2645,-1169899.125,2016-12-31T00:20:13.000Z
Shopper_425,Floor 1,37.78382371,-122.4070607,91.33074517,140.1610184,2017-01-22T19:34:49.000Z
Shopper_306,Floor 4,37.73172335,-122.3602483,-1156.024183,-6839.415095,2017-02-17T21:52:22.000Z
Shopper_106,Concourse,37.78402353,-122.4072423,87.71883983,164.1309883,2017-01-13T21:05:36.000Z
Shopper_10,Floor 2,34.48686486,-111.7249668,412468.5957,-918802.0188,2017-01-10T22:25:11.000Z
Shopper_10,Floor 4,37.7845374,-122.4065493,179.9484762,175.0439336,2017-01-10T22:41:17.000Z
Shopper_10,Floor 4,37.75227945,-122.3784464,-646.9396706,-4098.181718,2017-01-10T22:59:29.000Z
Shopper_10,Floor 4,37.02461437,-119.9452066,91468.63817,-213210.9219,2017-01-10T22:31:20.000Z
Shopper_309,Floor 1,37.7839358,-122.4072455,88.48758384,160.4202421,2016-10-31T23:31:58.000Z
Shopper_299,Floor 1,37.78394737,-122.4071519,95.24826101,155.5801421,2017-01-04T23:58:17.000Z
Shopper_299,Floor 3,37.78398401,-122.4071574,104.0889855,158.795689,2017-01-05T00:22:46.000Z
Shopper_299,Concourse,37.78471095,-122.4083048,74.70351363,284.0295219,2017-01-04T23:35:27.000Z
Shopper_299,Floor 2,36.43461784,-118.0353702,168867.6329,-375932.7646,2017-01-04T21:43:56.000Z
Shopper_299,Concourse,37.72987987,-122.3526096,-707.2560949,-7490.880229,2017-01-04T23:30:38.000Z
Shopper_285,Floor 3,37.19826885,-120.7374751,57774.30683,-149565.7842,2017-04-20T17:37:26.000Z
Shopper_285,Floor 2,37.72787358,-122.2252907,7124.261364,-15483.25371,2017-04-20T01:45:44.000Z
Shopper_350,Concourse,37.75770416,-122.3839219,-501.487427,-3357.730124,2016-12-23T23:48:53.000Z
Shopper_73,Floor 1,37.71243516,-122.1752685,9051.355185,-19788.02142,2017-03-14T02:26:01.000Z
Shopper_506,Floor 2,34.87758735,-112.9912323,363577.5273,-809877.6542,2016-12-18T20:04:51.000Z
Shopper_544,Concourse,37.78463814,-122.406411,187.6740638,161.6688386,2017-01-25T20:02:06.000Z
Shopper_544,Concourse,37.78463814,-122.406411,187.6740638,161.6688386,2017-01-25T19:57:16.000Z
Shopper_544,Floor 1,33.10876295,-107.2684484,584299.7295,-1302390.325,2016-12-27T00:03:15.000Z
Shopper_133,Concourse,37.78409409,-122.40712,100.8799259,162.1926093,2016-11-10T18:29:24.000Z
Shopper_141,Floor 3,37.78394849,-122.4071986,98.73620104,158.5661123,2016-10-09T21:50:18.000Z
Shopper_141,Floor 1,32.38631166,-104.9203731,675121.7135,-1504207.408,2016-11-05T01:10:55.000Z
Shopper_410,Concourse,37.78392594,-122.4071387,86.60504696,150.020397,2017-01-18T18:05:46.000Z
Shopper_410,Floor 3,35.98490029,-116.5779941,220753.3268,-503244.7845,2016-10-04T20:06:29.000Z
Shopper_132,Floor 2,37.69233866,-122.219447,4722.380073,-18659.69782,2017-04-30T23:14:40.000Z
Shopper_90,Floor 2,37.78400168,-122.4071189,105.5599611,159.4357296,2017-04-20T21:15:28.000Z
Shopper_32,Floor 1,37.78402713,-122.4071176,103.6126464,159.7871338,2017-01-22T02:19:52.000Z
Shopper_32,Concourse,37.78403888,-122.407134,95.70005569,158.6797987,2017-01-22T02:17:13.000Z
Shopper_32,Concourse,37.78392569,-122.4071516,85.78126992,150.7909693,2017-01-22T02:22:16.000Z
Shopper_37,Floor 1,37.78408285,-122.4069254,119.9947104,152.3703193,2016-12-30T00:16:28.000Z
Shopper_71,Concourse,37.73665045,-122.3594547,-608.6834227,-6532.810205,2017-05-06T19:33:12.000Z
Shopper_144,Floor 1,34.60499557,-112.1791332,393214.4303,-881480.3515,2017-04-11T03:20:57.000Z
Shopper_315,Floor 2,37.77121196,-122.3656558,1706.79939,-3406.889289,2017-01-29T23:15:46.000Z
Shopper_246,Floor 2,26.98881731,-87.43334065,1350180.05,-3008574.163,2017-04-27T00:15:53.000Z
Shopper_385,Floor 1,37.7840389,-122.4070083,111.3765782,153.9920801,2017-05-24T04:07:03.000Z
Shopper_385,Floor 1,37.78412507,-122.4069955,118.8917033,160.0322482,2017-03-26T20:19:38.000Z
Shopper_105,Floor 4,35.66454452,-115.5885067,251867.7538,-592080.7029,2017-02-12T21:00:16.000Z
Shopper_286,Floor 4,36.12546519,-117.0704888,197169.5675,-463337.9508,2017-01-10T00:11:15.000Z
Shopper_286,Floor 1,35.89515184,-116.2864044,236407.3652,-526364.6701,2017-01-09T23:17:31.000Z
Shopper_286,Concourse,37.78426392,-122.4069508,124.7052595,165.2405422,2017-01-09T23:08:40.000Z
Shopper_538,Concourse,35.94105505,-116.4351024,230659.4745,-513574.677,2017-04-30T04:01:59.000Z
Shopper_500,Concourse,37.75119824,-122.3004988,4217.832615,-9009.093912,2016-12-25T00:43:55.000Z
Shopper_500,Concourse,35.08516365,-113.6636884,337607.4057,-752030.2534,2017-04-24T21:29:01.000Z
Shopper_500,Floor 1,34.31572573,-111.2495058,428919.1198,-961638.9598,2016-12-25T00:38:09.000Z
Shopper_439,Concourse,34.87774358,-112.9907399,363607.8523,-809899.3532,2016-10-22T21:54:15.000Z
Shopper_477,Floor 1,37.78400685,-122.4069831,110.4602867,149.898065,2017-02-07T22:03:50.000Z
Shopper_389,Floor 2,37.78404899,-122.40706,112.9345152,159.5611729,2017-05-15T22:57:41.000Z
Shopper_272,Floor 4,35.561781,-115.2061138,267262.8982,-624040.629,2016-12-23T05:20:11.000Z
Shopper_272,Floor 3,37.7839868,-122.4072197,100.437799,162.8856347,2016-12-23T04:34:00.000Z
Shopper_69,Concourse,37.78395672,-122.4071465,88.51495386,152.9394677,2017-03-18T23:28:38.000Z
Shopper_69,Concourse,37.78409235,-122.4071373,99.6578703,163.1228188,2017-03-18T23:01:45.000Z
Shopper_560,Floor 4,37.78452709,-122.4063497,191.4179757,161.7383564,2017-04-06T16:25:15.000Z
Shopper_560,Floor 4,37.69230258,-122.3254072,-2135.857067,-12092.70721,2017-04-06T23:02:37.000Z
Shopper_371,Floor 2,33.96892054,-110.133805,471803.1789,-1057811.884,2016-11-02T23:03:26.000Z
Shopper_256,Floor 2,37.78403535,-122.4070059,115.2630038,155.1467069,2016-11-24T04:25:59.000Z
Shopper_256,Floor 2,37.78395791,-122.4071018,103.2220303,154.9138011,2016-11-21T02:48:09.000Z
Shopper_17,Floor 4,37.78419716,-122.406696,143.9482011,157.7316392,2017-02-25T00:11:04.000Z
Shopper_225,Floor 2,37.75355055,-122.3082498,3927.319849,-8340.848259,2017-01-21T20:16:19.000Z
Shopper_361,Floor 1,37.78381979,-122.4071351,86.36558745,144.4304088,2017-04-10T21:50:03.000Z
Shopper_218,Floor 2,37.78402594,-122.4071393,106.1743968,162.6125041,2016-10-14T20:05:55.000Z
Shopper_218,Floor 1,37.78401121,-122.4071353,101.264582,159.6147469,2016-10-14T20:26:05.000Z
Shopper_218,Floor 1,37.78409964,-122.4070735,112.021472,162.8222978,2016-10-14T20:06:23.000Z
Shopper_218,Floor 3,37.78405261,-122.4071069,112.6136196,161.05227,2016-10-14T20:17:45.000Z
Shopper_36,Floor 4,37.78435712,-122.4066808,157.5595305,169.2422665,2016-12-23T22:13:51.000Z
Shopper_36,Floor 4,37.78431169,-122.4068722,142.1802764,177.6896198,2017-02-05T04:02:32.000Z
Shopper_473,Concourse,37.78403811,-122.4070601,100.2693516,154.0699809,2016-12-27T01:30:56.000Z
Shopper_473,Floor 1,37.75569418,-122.3821083,-536.6358267,-3625.65571,2016-12-27T01:27:35.000Z
Shopper_96,Floor 1,37.78415517,-122.4068991,127.2734111,156.4855518,2017-01-01T22:35:12.000Z
Shopper_96,Floor 4,37.75369601,-122.3794845,-598.5625619,-3922.807675,2017-01-01T23:12:59.000Z
Shopper_484,Concourse,34.63551657,-112.2063559,393877.9793,-877387.5953,2017-03-17T22:26:47.000Z
Shopper_484,Floor 1,37.78400348,-122.4072083,96.087782,163.4974985,2017-03-17T23:38:24.000Z
Shopper_559,Floor 1,37.78400346,-122.4071732,98.28309352,161.3366964,2016-11-10T23:15:08.000Z
Shopper_559,Concourse,37.78408441,-122.4071555,97.89933037,163.6131217,2016-11-10T23:00:14.000Z
